nodes,techs,parameters,timesteps,2050/01/01 00:00
D82,demand_heat,sink_use_equals,,10
D83,demand_heat,sink_use_equals,,10
D84,demand_heat,sink_use_equals,,10
D85,demand_heat,sink_use_equals,,10
D86,demand_heat,sink_use_equals,,10
D87,demand_heat,sink_use_equals,,10
D88,demand_heat,sink_use_equals,,10
D89,demand_heat,sink_use_equals,,10
D90,demand_heat,sink_use_equals,,10
D91,demand_heat,sink_use_equals,,10
D92,demand_heat,sink_use_equals,,10
D93,demand_heat,sink_use_equals,,10
D94,demand_heat,sink_use_equals,,10
D95,demand_heat,sink_use_equals,,10
D96,demand_heat,sink_use_equals,,10
D97,demand_heat,sink_use_equals,,10
D98,demand_heat,sink_use_equals,,10
D99,demand_heat,sink_use_equals,,10
D100,demand_heat,sink_use_equals,,10
D101,demand_heat,sink_use_equals,,10
D102,demand_heat,sink_use_equals,,10
D103,demand_heat,sink_use_equals,,10
D104,demand_heat,sink_use_equals,,10
D105,demand_heat,sink_use_equals,,10
D106,demand_heat,sink_use_equals,,10
D107,demand_heat,sink_use_equals,,10
D108,demand_heat,sink_use_equals,,10
D109,demand_heat,sink_use_equals,,10
D110,demand_heat,sink_use_equals,,10
D111,demand_heat,sink_use_equals,,10
D112,demand_heat,sink_use_equals,,10
D113,demand_heat,sink_use_equals,,10
D114,demand_heat,sink_use_equals,,10
D115,demand_heat,sink_use_equals,,10
D116,demand_heat,sink_use_equals,,10
D117,demand_heat,sink_use_equals,,10
D118,demand_heat,sink_use_equals,,10
D119,demand_heat,sink_use_equals,,10
D120,demand_heat,sink_use_equals,,10
D121,demand_heat,sink_use_equals,,10
D122,demand_heat,sink_use_equals,,10
D123,demand_heat,sink_use_equals,,10
D124,demand_heat,sink_use_equals,,10
D125,demand_heat,sink_use_equals,,10
D126,demand_heat,sink_use_equals,,10
D127,demand_heat,sink_use_equals,,10
D128,demand_heat,sink_use_equals,,10
D129,demand_heat,sink_use_equals,,10
D130,demand_heat,sink_use_equals,,10
D131,demand_heat,sink_use_equals,,10
D132,demand_heat,sink_use_equals,,10
D133,demand_heat,sink_use_equals,,10
D134,demand_heat,sink_use_equals,,10
D135,demand_heat,sink_use_equals,,10
D136,demand_heat,sink_use_equals,,10
D137,demand_heat,sink_use_equals,,10
D138,demand_heat,sink_use_equals,,10
D139,demand_heat,sink_use_equals,,10
D140,demand_heat,sink_use_equals,,10
D141,demand_heat,sink_use_equals,,10
D142,demand_heat,sink_use_equals,,10
D143,demand_heat,sink_use_equals,,10
D144,demand_heat,sink_use_equals,,10
TH1,demand_heat,sink_use_equals,,0
TH2,demand_heat,sink_use_equals,,0
TH3,demand_heat,sink_use_equals,,0
TH4,demand_heat,sink_use_equals,,0
TH5,demand_heat,sink_use_equals,,0
TH6,demand_heat,sink_use_equals,,0
TH7,demand_heat,sink_use_equals,,0
TH8,demand_heat,sink_use_equals,,0
TH9,demand_heat,sink_use_equals,,0
TH10,demand_heat,sink_use_equals,,0
TH11,demand_heat,sink_use_equals,,0
TH12,demand_heat,sink_use_equals,,0
TH13,demand_heat,sink_use_equals,,0
TH14,demand_heat,sink_use_equals,,0
TH15,demand_heat,sink_use_equals,,0
TH16,demand_heat,sink_use_equals,,0
TH17,demand_heat,sink_use_equals,,0
TH18,demand_heat,sink_use_equals,,0
TH19,demand_heat,sink_use_equals,,0
TH20,demand_heat,sink_use_equals,,0
TH21,demand_heat,sink_use_equals,,0
TH22,demand_heat,sink_use_equals,,0
TH23,demand_heat,sink_use_equals,,0
TH24,demand_heat,sink_use_equals,,0
TH25,demand_heat,sink_use_equals,,0
TH26,demand_heat,sink_use_equals,,0
TH27,demand_heat,sink_use_equals,,0
TH28,demand_heat,sink_use_equals,,0
TH29,demand_heat,sink_use_equals,,0
TH30,demand_heat,sink_use_equals,,0
TH31,demand_heat,sink_use_equals,,0
TH32,demand_heat,sink_use_equals,,0
TH33,demand_heat,sink_use_equals,,0
TH34,demand_heat,sink_use_equals,,0
TH35,demand_heat,sink_use_equals,,0
TH36,demand_heat,sink_use_equals,,0
TH37,demand_heat,sink_use_equals,,0
TH38,demand_heat,sink_use_equals,,0
TH39,demand_heat,sink_use_equals,,0
TH40,demand_heat,sink_use_equals,,0
TH41,demand_heat,sink_use_equals,,0
TH42,demand_heat,sink_use_equals,,0
TH43,demand_heat,sink_use_equals,,0
TH44,demand_heat,sink_use_equals,,0
TH45,demand_heat,sink_use_equals,,0
TH46,demand_heat,sink_use_equals,,0
TH47,demand_heat,sink_use_equals,,0
TH48,demand_heat,sink_use_equals,,0
TH49,demand_heat,sink_use_equals,,0
TH50,demand_heat,sink_use_equals,,0
TH51,demand_heat,sink_use_equals,,0
TH52,demand_heat,sink_use_equals,,0
TH53,demand_heat,sink_use_equals,,0
TH54,demand_heat,sink_use_equals,,0
TH55,demand_heat,sink_use_equals,,0
TH56,demand_heat,sink_use_equals,,0
TH57,demand_heat,sink_use_equals,,0
TH58,demand_heat,sink_use_equals,,0
TH59,demand_heat,sink_use_equals,,0
TH60,demand_heat,sink_use_equals,,0
TH61,demand_heat,sink_use_equals,,0
TH62,demand_heat,sink_use_equals,,0
TH63,demand_heat,sink_use_equals,,0
TH64,demand_heat,sink_use_equals,,0
TH65,demand_heat,sink_use_equals,,0
TH66,demand_heat,sink_use_equals,,0
TH67,demand_heat,sink_use_equals,,0
TH68,demand_heat,sink_use_equals,,0
TH69,demand_heat,sink_use_equals,,0
TH70,demand_heat,sink_use_equals,,0
TH71,demand_heat,sink_use_equals,,0
TH72,demand_heat,sink_use_equals,,0
TH73,demand_heat,sink_use_equals,,0
TE1,demand_electricity,sink_use_equals,,0
TE2,demand_electricity,sink_use_equals,,0
TE3,demand_electricity,sink_use_equals,,0
TE4,demand_electricity,sink_use_equals,,0
TE5,demand_electricity,sink_use_equals,,0
TE6,demand_electricity,sink_use_equals,,0
TE7,demand_electricity,sink_use_equals,,0
TE8,demand_electricity,sink_use_equals,,0
TE9,demand_electricity,sink_use_equals,,0
TE10,demand_electricity,sink_use_equals,,0
TE11,demand_electricity,sink_use_equals,,0
TE12,demand_electricity,sink_use_equals,,0
TE13,demand_electricity,sink_use_equals,,0
TE14,demand_electricity,sink_use_equals,,0
TE15,demand_electricity,sink_use_equals,,0
TE16,demand_electricity,sink_use_equals,,0
TE17,demand_electricity,sink_use_equals,,0
TE18,demand_electricity,sink_use_equals,,0
TE19,demand_electricity,sink_use_equals,,0
TE20,demand_electricity,sink_use_equals,,0
TE21,demand_electricity,sink_use_equals,,0
TE22,demand_electricity,sink_use_equals,,0
TE23,demand_electricity,sink_use_equals,,0
TE24,demand_electricity,sink_use_equals,,0
TE25,demand_electricity,sink_use_equals,,0
TE26,demand_electricity,sink_use_equals,,0
TE27,demand_electricity,sink_use_equals,,0
TE28,demand_electricity,sink_use_equals,,0
TE29,demand_electricity,sink_use_equals,,0
TE30,demand_electricity,sink_use_equals,,0
TE31,demand_electricity,sink_use_equals,,0
TE32,demand_electricity,sink_use_equals,,0
TE33,demand_electricity,sink_use_equals,,0
TE34,demand_electricity,sink_use_equals,,0
TE35,demand_electricity,sink_use_equals,,0
TE36,demand_electricity,sink_use_equals,,0
TE37,demand_electricity,sink_use_equals,,0
TE38,demand_electricity,sink_use_equals,,0
TE39,demand_electricity,sink_use_equals,,0
TE40,demand_electricity,sink_use_equals,,0
TE41,demand_electricity,sink_use_equals,,0
TE42,demand_electricity,sink_use_equals,,0
TE43,demand_electricity,sink_use_equals,,0
TE44,demand_electricity,sink_use_equals,,0
TE45,demand_electricity,sink_use_equals,,0
TE46,demand_electricity,sink_use_equals,,0
TE47,demand_electricity,sink_use_equals,,0
TE48,demand_electricity,sink_use_equals,,0
TE49,demand_electricity,sink_use_equals,,0
TE50,demand_electricity,sink_use_equals,,0
TE51,demand_electricity,sink_use_equals,,0
TE52,demand_electricity,sink_use_equals,,0
TE53,demand_electricity,sink_use_equals,,0
TE54,demand_electricity,sink_use_equals,,0
TE55,demand_electricity,sink_use_equals,,0
TE56,demand_electricity,sink_use_equals,,0
TE57,demand_electricity,sink_use_equals,,0
TE58,demand_electricity,sink_use_equals,,0
TE59,demand_electricity,sink_use_equals,,0
TE60,demand_electricity,sink_use_equals,,0
TE61,demand_electricity,sink_use_equals,,0
TE62,demand_electricity,sink_use_equals,,0
TE63,demand_electricity,sink_use_equals,,0
TE64,demand_electricity,sink_use_equals,,0
TE65,demand_electricity,sink_use_equals,,0
TE66,demand_electricity,sink_use_equals,,0
TE67,demand_electricity,sink_use_equals,,0
TE68,demand_electricity,sink_use_equals,,0
TE69,demand_electricity,sink_use_equals,,0
TE70,demand_electricity,sink_use_equals,,0
TE71,demand_electricity,sink_use_equals,,0
TE72,demand_electricity,sink_use_equals,,0
TE73,demand_electricity,sink_use_equals,,0
