techs,cost_flow_cap_per_distance
transmission167_to_transmission1148_heat,100
transmission167_to_transmission1148_electricity,100
transmission421_to_transmission694_heat,100
transmission421_to_transmission694_electricity,100
transmission1978_to_transmission645_heat,100
transmission1978_to_transmission645_electricity,100
transmission645_to_transmission2621_heat,100
transmission645_to_transmission2621_electricity,100
transmission2621_to_transmission737_heat,100
transmission2621_to_transmission737_electricity,100
transmission737_to_transmission2609_heat,100
transmission737_to_transmission2609_electricity,100
transmission2609_to_transmission2232_heat,100
transmission2609_to_transmission2232_electricity,100
transmission834_to_transmission403_heat,100
transmission834_to_transmission403_electricity,100
transmission403_to_transmission1230_heat,100
transmission403_to_transmission1230_electricity,100
transmission1230_to_transmission2708_heat,100
transmission1230_to_transmission2708_electricity,100
transmission2708_to_transmission1179_heat,100
transmission2708_to_transmission1179_electricity,100
transmission1179_to_transmission1837_heat,100
transmission1179_to_transmission1837_electricity,100
transmission299_to_transmission2056_heat,100
transmission299_to_transmission2056_electricity,100
transmission2056_to_transmission764_heat,100
transmission2056_to_transmission764_electricity,100
transmission2184_to_transmission1195_heat,100
transmission2184_to_transmission1195_electricity,100
transmission1195_to_transmission520_heat,100
transmission1195_to_transmission520_electricity,100
transmission520_to_transmission1252_heat,100
transmission520_to_transmission1252_electricity,100
transmission1252_to_transmission2535_heat,100
transmission1252_to_transmission2535_electricity,100
transmission2535_to_transmission2801_heat,100
transmission2535_to_transmission2801_electricity,100
transmission2801_to_transmission1897_heat,100
transmission2801_to_transmission1897_electricity,100
transmission1581_to_transmission5_heat,100
transmission1581_to_transmission5_electricity,100
transmission5_to_transmission715_heat,100
transmission5_to_transmission715_electricity,100
transmission1089_to_transmission2072_heat,100
transmission1089_to_transmission2072_electricity,100
transmission835_to_transmission2592_heat,100
transmission835_to_transmission2592_electricity,100
transmission2592_to_transmission388_heat,100
transmission2592_to_transmission388_electricity,100
transmission388_to_transmission2799_heat,100
transmission388_to_transmission2799_electricity,100
transmission2799_to_transmission976_heat,100
transmission2799_to_transmission976_electricity,100
transmission976_to_transmission2671_heat,100
transmission976_to_transmission2671_electricity,100
transmission2671_to_transmission458_heat,100
transmission2671_to_transmission458_electricity,100
transmission458_to_transmission446_heat,100
transmission458_to_transmission446_electricity,100
transmission446_to_transmission554_heat,100
transmission446_to_transmission554_electricity,100
transmission554_to_transmission1239_heat,100
transmission554_to_transmission1239_electricity,100
transmission1239_to_transmission1619_heat,100
transmission1239_to_transmission1619_electricity,100
transmission1619_to_transmission1668_heat,100
transmission1619_to_transmission1668_electricity,100
transmission1668_to_transmission2441_heat,100
transmission1668_to_transmission2441_electricity,100
transmission2441_to_transmission873_heat,100
transmission2441_to_transmission873_electricity,100
transmission873_to_transmission1836_heat,100
transmission873_to_transmission1836_electricity,100
transmission1836_to_transmission698_heat,100
transmission1836_to_transmission698_electricity,100
transmission698_to_transmission1017_heat,100
transmission698_to_transmission1017_electricity,100
transmission2561_to_transmission164_heat,100
transmission2561_to_transmission164_electricity,100
transmission164_to_transmission1065_heat,100
transmission164_to_transmission1065_electricity,100
transmission1065_to_transmission2614_heat,100
transmission1065_to_transmission2614_electricity,100
transmission240_to_transmission1270_heat,100
transmission240_to_transmission1270_electricity,100
transmission1270_to_transmission295_heat,100
transmission1270_to_transmission295_electricity,100
transmission295_to_transmission2806_heat,100
transmission295_to_transmission2806_electricity,100
transmission2806_to_transmission1701_heat,100
transmission2806_to_transmission1701_electricity,100
transmission1701_to_transmission2371_heat,100
transmission1701_to_transmission2371_electricity,100
transmission2287_to_transmission1216_heat,100
transmission2287_to_transmission1216_electricity,100
transmission1216_to_transmission608_heat,100
transmission1216_to_transmission608_electricity,100
transmission608_to_transmission69_heat,100
transmission608_to_transmission69_electricity,100
transmission637_to_transmission189_heat,100
transmission637_to_transmission189_electricity,100
transmission189_to_transmission1627_heat,100
transmission189_to_transmission1627_electricity,100
transmission1627_to_transmission1996_heat,100
transmission1627_to_transmission1996_electricity,100
transmission1996_to_transmission888_heat,100
transmission1996_to_transmission888_electricity,100
transmission1115_to_transmission1598_heat,100
transmission1115_to_transmission1598_electricity,100
transmission1598_to_transmission482_heat,100
transmission1598_to_transmission482_electricity,100
transmission2561_to_transmission111_heat,100
transmission2561_to_transmission111_electricity,100
transmission111_to_transmission2836_heat,100
transmission111_to_transmission2836_electricity,100
transmission2836_to_transmission2371_heat,100
transmission2836_to_transmission2371_electricity,100
transmission2781_to_transmission830_heat,100
transmission2781_to_transmission830_electricity,100
transmission830_to_transmission924_heat,100
transmission830_to_transmission924_electricity,100
transmission924_to_transmission187_heat,100
transmission924_to_transmission187_electricity,100
transmission187_to_transmission1871_heat,100
transmission187_to_transmission1871_electricity,100
transmission1871_to_transmission1774_heat,100
transmission1871_to_transmission1774_electricity,100
transmission1372_to_transmission1048_heat,100
transmission1372_to_transmission1048_electricity,100
transmission1048_to_transmission1844_heat,100
transmission1048_to_transmission1844_electricity,100
transmission1844_to_transmission1522_heat,100
transmission1844_to_transmission1522_electricity,100
transmission1522_to_transmission1699_heat,100
transmission1522_to_transmission1699_electricity,100
transmission1699_to_transmission2556_heat,100
transmission1699_to_transmission2556_electricity,100
transmission2556_to_transmission941_heat,100
transmission2556_to_transmission941_electricity,100
transmission941_to_transmission1627_heat,100
transmission941_to_transmission1627_electricity,100
transmission1897_to_transmission1075_heat,100
transmission1897_to_transmission1075_electricity,100
transmission1075_to_transmission834_heat,100
transmission1075_to_transmission834_electricity,100
transmission834_to_transmission108_heat,100
transmission834_to_transmission108_electricity,100
transmission108_to_transmission1959_heat,100
transmission108_to_transmission1959_electricity,100
transmission1959_to_transmission2343_heat,100
transmission1959_to_transmission2343_electricity,100
transmission2343_to_transmission1901_heat,100
transmission2343_to_transmission1901_electricity,100
transmission315_to_transmission2147_heat,100
transmission315_to_transmission2147_electricity,100
transmission2147_to_transmission1842_heat,100
transmission2147_to_transmission1842_electricity,100
transmission1842_to_transmission584_heat,100
transmission1842_to_transmission584_electricity,100
transmission1842_to_transmission2228_heat,100
transmission1842_to_transmission2228_electricity,100
transmission488_to_transmission2228_heat,100
transmission488_to_transmission2228_electricity,100
transmission2228_to_transmission766_heat,100
transmission2228_to_transmission766_electricity,100
transmission766_to_transmission2754_heat,100
transmission766_to_transmission2754_electricity,100
transmission2754_to_transmission2366_heat,100
transmission2754_to_transmission2366_electricity,100
transmission2462_to_transmission2794_heat,100
transmission2462_to_transmission2794_electricity,100
transmission1106_to_transmission2462_heat,100
transmission1106_to_transmission2462_electricity,100
transmission2794_to_transmission1765_heat,100
transmission2794_to_transmission1765_electricity,100
transmission1661_to_transmission1998_heat,100
transmission1661_to_transmission1998_electricity,100
transmission1998_to_transmission213_heat,100
transmission1998_to_transmission213_electricity,100
transmission213_to_transmission1372_heat,100
transmission213_to_transmission1372_electricity,100
transmission1372_to_transmission1162_heat,100
transmission1372_to_transmission1162_electricity,100
transmission1162_to_transmission1303_heat,100
transmission1162_to_transmission1303_electricity,100
transmission1303_to_transmission830_heat,100
transmission1303_to_transmission830_electricity,100
transmission715_to_transmission908_heat,100
transmission715_to_transmission908_electricity,100
transmission908_to_transmission2001_heat,100
transmission908_to_transmission2001_electricity,100
transmission2001_to_transmission1829_heat,100
transmission2001_to_transmission1829_electricity,100
transmission1603_to_transmission613_heat,100
transmission1603_to_transmission613_electricity,100
transmission1567_to_transmission526_heat,100
transmission1567_to_transmission526_electricity,100
transmission1335_to_transmission2739_heat,100
transmission1335_to_transmission2739_electricity,100
transmission562_to_transmission2389_heat,100
transmission562_to_transmission2389_electricity,100
transmission2389_to_transmission1790_heat,100
transmission2389_to_transmission1790_electricity,100
transmission1790_to_transmission1131_heat,100
transmission1790_to_transmission1131_electricity,100
transmission296_to_transmission543_heat,100
transmission296_to_transmission543_electricity,100
transmission543_to_transmission262_heat,100
transmission543_to_transmission262_electricity,100
transmission262_to_transmission1486_heat,100
transmission262_to_transmission1486_electricity,100
transmission1486_to_transmission562_heat,100
transmission1486_to_transmission562_electricity,100
transmission1811_to_transmission2571_heat,100
transmission1811_to_transmission2571_electricity,100
transmission2571_to_transmission2624_heat,100
transmission2571_to_transmission2624_electricity,100
transmission826_to_transmission1912_heat,100
transmission826_to_transmission1912_electricity,100
transmission1912_to_transmission1833_heat,100
transmission1912_to_transmission1833_electricity,100
transmission2029_to_transmission1774_heat,100
transmission2029_to_transmission1774_electricity,100
transmission1774_to_transmission603_heat,100
transmission1774_to_transmission603_electricity,100
transmission603_to_transmission2813_heat,100
transmission603_to_transmission2813_electricity,100
transmission5_to_transmission2542_heat,100
transmission5_to_transmission2542_electricity,100
transmission2542_to_transmission1608_heat,100
transmission2542_to_transmission1608_electricity,100
transmission1608_to_transmission2164_heat,100
transmission1608_to_transmission2164_electricity,100
transmission369_to_transmission59_heat,100
transmission369_to_transmission59_electricity,100
transmission59_to_transmission2491_heat,100
transmission59_to_transmission2491_electricity,100
transmission2491_to_transmission1796_heat,100
transmission2491_to_transmission1796_electricity,100
transmission582_to_transmission725_heat,100
transmission582_to_transmission725_electricity,100
transmission725_to_transmission2676_heat,100
transmission725_to_transmission2676_electricity,100
transmission299_to_transmission211_heat,100
transmission299_to_transmission211_electricity,100
transmission211_to_transmission1277_heat,100
transmission211_to_transmission1277_electricity,100
transmission1277_to_transmission2146_heat,100
transmission1277_to_transmission2146_electricity,100
transmission2224_to_transmission2151_heat,100
transmission2224_to_transmission2151_electricity,100
transmission2151_to_transmission2568_heat,100
transmission2151_to_transmission2568_electricity,100
transmission2568_to_transmission2142_heat,100
transmission2568_to_transmission2142_electricity,100
transmission2142_to_transmission699_heat,100
transmission2142_to_transmission699_electricity,100
transmission699_to_transmission2129_heat,100
transmission699_to_transmission2129_electricity,100
transmission1901_to_transmission31_heat,100
transmission1901_to_transmission31_electricity,100
transmission31_to_transmission1138_heat,100
transmission31_to_transmission1138_electricity,100
transmission1138_to_transmission1698_heat,100
transmission1138_to_transmission1698_electricity,100
transmission1698_to_transmission296_heat,100
transmission1698_to_transmission296_electricity,100
transmission296_to_transmission49_heat,100
transmission296_to_transmission49_electricity,100
transmission49_to_transmission361_heat,100
transmission49_to_transmission361_electricity,100
transmission361_to_transmission2021_heat,100
transmission361_to_transmission2021_electricity,100
transmission2021_to_transmission2012_heat,100
transmission2021_to_transmission2012_electricity,100
transmission2012_to_transmission1956_heat,100
transmission2012_to_transmission1956_electricity,100
transmission1956_to_transmission2267_heat,100
transmission1956_to_transmission2267_electricity,100
transmission2267_to_transmission2224_heat,100
transmission2267_to_transmission2224_electricity,100
transmission1207_to_transmission1833_heat,100
transmission1207_to_transmission1833_electricity,100
transmission1833_to_transmission2599_heat,100
transmission1833_to_transmission2599_electricity,100
transmission2599_to_transmission2676_heat,100
transmission2599_to_transmission2676_electricity,100
transmission2676_to_transmission1888_heat,100
transmission2676_to_transmission1888_electricity,100
transmission1888_to_transmission1294_heat,100
transmission1888_to_transmission1294_electricity,100
transmission1294_to_transmission2164_heat,100
transmission1294_to_transmission2164_electricity,100
transmission2164_to_transmission1829_heat,100
transmission2164_to_transmission1829_electricity,100
transmission1829_to_transmission2752_heat,100
transmission1829_to_transmission2752_electricity,100
transmission2752_to_transmission2419_heat,100
transmission2752_to_transmission2419_electricity,100
transmission2419_to_transmission2648_heat,100
transmission2419_to_transmission2648_electricity,100
transmission2648_to_transmission2224_heat,100
transmission2648_to_transmission2224_electricity,100
transmission2267_to_transmission1635_heat,100
transmission2267_to_transmission1635_electricity,100
transmission1635_to_transmission275_heat,100
transmission1635_to_transmission275_electricity,100
transmission275_to_transmission2001_heat,100
transmission275_to_transmission2001_electricity,100
transmission2001_to_transmission1608_heat,100
transmission2001_to_transmission1608_electricity,100
transmission1608_to_transmission2779_heat,100
transmission1608_to_transmission2779_electricity,100
transmission2779_to_transmission725_heat,100
transmission2779_to_transmission725_electricity,100
transmission725_to_transmission1912_heat,100
transmission725_to_transmission1912_electricity,100
transmission1773_to_transmission2222_heat,100
transmission1773_to_transmission2222_electricity,100
transmission2222_to_transmission262_heat,100
transmission2222_to_transmission262_electricity,100
transmission2528_to_transmission69_heat,100
transmission2528_to_transmission69_electricity,100
transmission69_to_transmission2728_heat,100
transmission69_to_transmission2728_electricity,100
transmission2728_to_transmission188_heat,100
transmission2728_to_transmission188_electricity,100
transmission2392_to_transmission795_heat,100
transmission2392_to_transmission795_electricity,100
transmission795_to_transmission2696_heat,100
transmission795_to_transmission2696_electricity,100
transmission2696_to_transmission2473_heat,100
transmission2696_to_transmission2473_electricity,100
transmission2473_to_transmission2155_heat,100
transmission2473_to_transmission2155_electricity,100
transmission975_to_transmission961_heat,100
transmission975_to_transmission961_electricity,100
transmission961_to_transmission466_heat,100
transmission961_to_transmission466_electricity,100
transmission466_to_transmission1983_heat,100
transmission466_to_transmission1983_electricity,100
transmission1983_to_transmission1545_heat,100
transmission1983_to_transmission1545_electricity,100
transmission1545_to_transmission2581_heat,100
transmission1545_to_transmission2581_electricity,100
transmission2581_to_transmission2681_heat,100
transmission2581_to_transmission2681_electricity,100
transmission2681_to_transmission2419_heat,100
transmission2681_to_transmission2419_electricity,100
transmission1399_to_transmission704_heat,100
transmission1399_to_transmission704_electricity,100
transmission704_to_transmission2102_heat,100
transmission704_to_transmission2102_electricity,100
transmission2102_to_transmission2630_heat,100
transmission2102_to_transmission2630_electricity,100
transmission189_to_transmission1965_heat,100
transmission189_to_transmission1965_electricity,100
transmission1965_to_transmission1531_heat,100
transmission1965_to_transmission1531_electricity,100
transmission1531_to_transmission516_heat,100
transmission1531_to_transmission516_electricity,100
transmission516_to_transmission1661_heat,100
transmission516_to_transmission1661_electricity,100
transmission2666_to_transmission1230_heat,100
transmission2666_to_transmission1230_electricity,100
transmission2624_to_transmission1026_heat,100
transmission2624_to_transmission1026_electricity,100
transmission1256_to_transmission491_heat,100
transmission1256_to_transmission491_electricity,100
transmission491_to_transmission1262_heat,100
transmission491_to_transmission1262_electricity,100
transmission1262_to_transmission2609_heat,100
transmission1262_to_transmission2609_electricity,100
transmission1054_to_transmission1811_heat,100
transmission1054_to_transmission1811_electricity,100
transmission1811_to_transmission1026_heat,100
transmission1811_to_transmission1026_electricity,100
transmission1026_to_transmission1250_heat,100
transmission1026_to_transmission1250_electricity,100
transmission2621_to_transmission1103_heat,100
transmission2621_to_transmission1103_electricity,100
transmission1103_to_transmission1262_heat,100
transmission1103_to_transmission1262_electricity,100
transmission2813_to_transmission1040_heat,100
transmission2813_to_transmission1040_electricity,100
transmission808_to_transmission2057_heat,100
transmission808_to_transmission2057_electricity,100
transmission2057_to_transmission603_heat,100
transmission2057_to_transmission603_electricity,100
transmission2896_to_transmission90_heat,100
transmission2896_to_transmission90_electricity,100
transmission90_to_transmission1303_heat,100
transmission90_to_transmission1303_electricity,100
transmission924_to_transmission1334_heat,100
transmission924_to_transmission1334_electricity,100
transmission1334_to_transmission893_heat,100
transmission1334_to_transmission893_electricity,100
transmission893_to_transmission187_heat,100
transmission893_to_transmission187_electricity,100
transmission187_to_transmission2896_heat,100
transmission187_to_transmission2896_electricity,100
transmission2896_to_transmission2029_heat,100
transmission2896_to_transmission2029_electricity,100
transmission2029_to_transmission19_heat,100
transmission2029_to_transmission19_electricity,100
transmission19_to_transmission2408_heat,100
transmission19_to_transmission2408_electricity,100
transmission1138_to_transmission2409_heat,100
transmission1138_to_transmission2409_electricity,100
transmission2409_to_transmission2619_heat,100
transmission2409_to_transmission2619_electricity,100
transmission2619_to_transmission1351_heat,100
transmission2619_to_transmission1351_electricity,100
transmission1351_to_transmission49_heat,100
transmission1351_to_transmission49_electricity,100
transmission408_to_transmission1579_heat,100
transmission408_to_transmission1579_electricity,100
transmission1579_to_transmission561_heat,100
transmission1579_to_transmission561_electricity,100
transmission561_to_transmission1335_heat,100
transmission561_to_transmission1335_electricity,100
transmission2624_to_transmission786_heat,100
transmission2624_to_transmission786_electricity,100
transmission786_to_transmission1250_heat,100
transmission786_to_transmission1250_electricity,100
transmission2630_to_transmission59_heat,100
transmission2630_to_transmission59_electricity,100
transmission1721_to_transmission2479_heat,100
transmission1721_to_transmission2479_electricity,100
transmission2479_to_transmission2152_heat,100
transmission2479_to_transmission2152_electricity,100
transmission596_to_transmission1377_heat,100
transmission596_to_transmission1377_electricity,100
transmission498_to_transmission373_heat,100
transmission498_to_transmission373_electricity,100
transmission373_to_transmission2674_heat,100
transmission373_to_transmission2674_electricity,100
transmission2674_to_transmission1783_heat,100
transmission2674_to_transmission1783_electricity,100
transmission1783_to_transmission446_heat,100
transmission1783_to_transmission446_electricity,100
transmission446_to_transmission2452_heat,100
transmission446_to_transmission2452_electricity,100
transmission2452_to_transmission1055_heat,100
transmission2452_to_transmission1055_electricity,100
transmission1055_to_transmission1209_heat,100
transmission1055_to_transmission1209_electricity,100
transmission1209_to_transmission1377_heat,100
transmission1209_to_transmission1377_electricity,100
transmission1377_to_transmission1481_heat,100
transmission1377_to_transmission1481_electricity,100
transmission1481_to_transmission2636_heat,100
transmission1481_to_transmission2636_electricity,100
transmission2072_to_transmission1310_heat,100
transmission2072_to_transmission1310_electricity,100
transmission1310_to_transmission462_heat,100
transmission1310_to_transmission462_electricity,100
transmission462_to_transmission84_heat,100
transmission462_to_transmission84_electricity,100
transmission375_to_transmission1322_heat,100
transmission375_to_transmission1322_electricity,100
transmission1322_to_transmission2018_heat,100
transmission1322_to_transmission2018_electricity,100
transmission2018_to_transmission1347_heat,100
transmission2018_to_transmission1347_electricity,100
transmission1347_to_transmission1253_heat,100
transmission1347_to_transmission1253_electricity,100
transmission1253_to_transmission2463_heat,100
transmission1253_to_transmission2463_electricity,100
transmission1716_to_transmission1446_heat,100
transmission1716_to_transmission1446_electricity,100
transmission1446_to_transmission1347_heat,100
transmission1446_to_transmission1347_electricity,100
transmission2184_to_transmission1237_heat,100
transmission2184_to_transmission1237_electricity,100
transmission1237_to_transmission2101_heat,100
transmission1237_to_transmission2101_electricity,100
transmission2101_to_transmission1433_heat,100
transmission2101_to_transmission1433_electricity,100
transmission1433_to_transmission695_heat,100
transmission1433_to_transmission695_electricity,100
transmission2101_to_transmission1278_heat,100
transmission2101_to_transmission1278_electricity,100
transmission1278_to_transmission2742_heat,100
transmission1278_to_transmission2742_electricity,100
transmission1278_to_transmission2052_heat,100
transmission1278_to_transmission2052_electricity,100
transmission2052_to_transmission2493_heat,100
transmission2052_to_transmission2493_electricity,100
transmission2493_to_transmission1973_heat,100
transmission2493_to_transmission1973_electricity,100
transmission1973_to_transmission934_heat,100
transmission1973_to_transmission934_electricity,100
transmission934_to_transmission738_heat,100
transmission934_to_transmission738_electricity,100
transmission738_to_transmission1374_heat,100
transmission738_to_transmission1374_electricity,100
transmission1374_to_transmission2742_heat,100
transmission1374_to_transmission2742_electricity,100
transmission375_to_transmission1007_heat,100
transmission375_to_transmission1007_electricity,100
transmission1007_to_transmission1925_heat,100
transmission1007_to_transmission1925_electricity,100
transmission1925_to_transmission2456_heat,100
transmission1925_to_transmission2456_electricity,100
transmission2456_to_transmission2155_heat,100
transmission2456_to_transmission2155_electricity,100
transmission2155_to_transmission810_heat,100
transmission2155_to_transmission810_electricity,100
transmission810_to_transmission797_heat,100
transmission810_to_transmission797_electricity,100
transmission797_to_transmission1721_heat,100
transmission797_to_transmission1721_electricity,100
transmission1721_to_transmission1471_heat,100
transmission1721_to_transmission1471_electricity,100
transmission1471_to_transmission1353_heat,100
transmission1471_to_transmission1353_electricity,100
transmission1353_to_transmission1239_heat,100
transmission1353_to_transmission1239_electricity,100
transmission1239_to_transmission499_heat,100
transmission1239_to_transmission499_electricity,100
transmission499_to_transmission344_heat,100
transmission499_to_transmission344_electricity,100
transmission344_to_transmission596_heat,100
transmission344_to_transmission596_electricity,100
transmission2669_to_transmission1234_heat,100
transmission2669_to_transmission1234_electricity,100
transmission1234_to_transmission1716_heat,100
transmission1234_to_transmission1716_electricity,100
transmission1716_to_transmission1184_heat,100
transmission1716_to_transmission1184_electricity,100
transmission1184_to_transmission375_heat,100
transmission1184_to_transmission375_electricity,100
transmission2669_to_transmission998_heat,100
transmission2669_to_transmission998_electricity,100
transmission998_to_transmission1446_heat,100
transmission998_to_transmission1446_electricity,100
transmission1446_to_transmission1322_heat,100
transmission1446_to_transmission1322_electricity,100
transmission2479_to_transmission1609_heat,100
transmission2479_to_transmission1609_electricity,100
transmission1609_to_transmission1219_heat,100
transmission1609_to_transmission1219_electricity,100
transmission1219_to_transmission1249_heat,100
transmission1219_to_transmission1249_electricity,100
transmission1249_to_transmission1619_heat,100
transmission1249_to_transmission1619_electricity,100
transmission1619_to_transmission2353_heat,100
transmission1619_to_transmission2353_electricity,100
transmission2353_to_transmission919_heat,100
transmission2353_to_transmission919_electricity,100
transmission919_to_transmission167_heat,100
transmission919_to_transmission167_electricity,100
transmission2123_to_transmission2756_heat,100
transmission2123_to_transmission2756_electricity,100
transmission2756_to_transmission1850_heat,100
transmission2756_to_transmission1850_electricity,100
transmission596_to_transmission1918_heat,100
transmission596_to_transmission1918_electricity,100
transmission1918_to_transmission2508_heat,100
transmission1918_to_transmission2508_electricity,100
transmission2508_to_transmission2080_heat,100
transmission2508_to_transmission2080_electricity,100
transmission2080_to_transmission2731_heat,100
transmission2080_to_transmission2731_electricity,100
transmission2731_to_transmission1418_heat,100
transmission2731_to_transmission1418_electricity,100
transmission1418_to_transmission1506_heat,100
transmission1418_to_transmission1506_electricity,100
transmission1506_to_transmission2924_heat,100
transmission1506_to_transmission2924_electricity,100
transmission167_to_transmission2123_heat,100
transmission167_to_transmission2123_electricity,100
transmission2123_to_transmission252_heat,100
transmission2123_to_transmission252_electricity,100
transmission252_to_transmission177_heat,100
transmission252_to_transmission177_electricity,100
transmission177_to_transmission2614_heat,100
transmission177_to_transmission2614_electricity,100
transmission37_to_transmission2786_heat,100
transmission37_to_transmission2786_electricity,100
transmission2786_to_transmission1481_heat,100
transmission2786_to_transmission1481_electricity,100
transmission1481_to_transmission1918_heat,100
transmission1481_to_transmission1918_electricity,100
transmission1918_to_transmission2123_heat,100
transmission1918_to_transmission2123_electricity,100
transmission1850_to_transmission1902_heat,100
transmission1850_to_transmission1902_electricity,100
transmission1902_to_transmission1383_heat,100
transmission1902_to_transmission1383_electricity,100
transmission3_to_transmission2669_heat,100
transmission3_to_transmission2669_electricity,100
transmission1322_to_transmission131_heat,100
transmission1322_to_transmission131_electricity,100
transmission131_to_transmission2473_heat,100
transmission131_to_transmission2473_electricity,100
transmission2473_to_transmission831_heat,100
transmission2473_to_transmission831_electricity,100
transmission831_to_transmission479_heat,100
transmission831_to_transmission479_electricity,100
transmission479_to_transmission2479_heat,100
transmission479_to_transmission2479_electricity,100
transmission716_to_transmission673_heat,100
transmission716_to_transmission673_electricity,100
transmission673_to_transmission2072_heat,100
transmission673_to_transmission2072_electricity,100
transmission1636_to_transmission2020_heat,100
transmission1636_to_transmission2020_electricity,100
transmission2408_to_transmission2213_heat,100
transmission2408_to_transmission2213_electricity,100
transmission2213_to_transmission1636_heat,100
transmission2213_to_transmission1636_electricity,100
transmission1815_to_transmission1581_heat,100
transmission1815_to_transmission1581_electricity,100
transmission2708_to_transmission2538_heat,100
transmission2708_to_transmission2538_electricity,100
transmission2538_to_transmission1131_heat,100
transmission2538_to_transmission1131_electricity,100
transmission1131_to_transmission2793_heat,100
transmission1131_to_transmission2793_electricity,100
transmission2793_to_transmission1815_heat,100
transmission2793_to_transmission1815_electricity,100
